Queue_Length,Buffer_Utilization,Packet_Drop_Rate,PDR,Response_Time,Bandwidth_Util,Traffic_Intensity,Hop_Count,Route_Discovery_Freq,Forwarding_Consistency,CPU_Utilization,Collision_Rate,Route_Stability,Packet_Arrival_Rate,Packet_Departure_Rate,Trust_Value,Broadcast_Rate,Duplicate_Ratio,Propagation_Delay,Malformed_Packets,Protocol_Errors,Class
11.165939494313035,92.24765991048504,11.894269287785452,71.3488295716348,93.55926093982738,68.99666139047534,0.6141766486774126,4,9.745080659459344,80.08163059674547,54.195175648460484,4.301771342514026,75.90296598913733,94.87401179022659,86.12196557478647,0.5788661971904686,16.595785306086263,4.292954456126776,16.657351817608056,5,1,Non-Malicious
25.12248649302347,69.34552663396853,39.1186729402334,64.81604749715392,153.79756047782428,83.77978276892904,0.6048901658104079,6,12.859661465664956,56.352406552557795,69.01153251565873,21.11598069257324,38.89200834878319,49.419211582956535,56.45447513359167,0.49321704147094236,16.927989686618304,3.7793018019803823,70.7857388651233,3,1,Malicious
26.48962178270087,51.34400589620474,24.438798590331558,58.329072146696674,100.63512021747147,81.11624520475709,0.7806225716311992,4,7.769677916369696,88.52405704381562,20.236639709217165,7.688072453239149,79.8695924984209,70.19204970697645,55.275154482687114,1.0,13.878982815847348,1.9591745262952325,10.73531306380367,1,4,Non-Malicious
33.436914996122,66.4427369221882,23.207649964130106,54.96616667312752,111.54311618346367,57.514692864956885,0.4275036350974665,5,17.314569819724213,54.2219881672983,96.40912459689889,21.47466032555199,0.0,119.48051996885224,38.04552333297512,0.5210086489700023,19.7845775392772,6.892878670445265,36.04669144578372,4,2,Malicious
29.66837924774683,89.18254499607754,7.223087090351215,93.64670429913164,80.64382389940009,91.77215165994234,0.7972670037315942,5,9.471088460160033,58.59212760722437,66.52979008046906,13.992790249513726,43.702021559145535,39.054756100855464,97.81739976947657,0.6720927183476209,34.28017471727531,4.071011408801731,20.5362688395127,2,5,Malicious
57.466411360641445,80.67641322131254,9.131735273958473,49.04855400156886,116.17369508782396,85.96177833712032,0.637502021092485,7,9.161806907931334,86.7190889915371,75.70691340656435,34.41160008064896,52.00487593537214,60.750439611157915,119.17458686917615,0.44995143148959826,23.129386052043923,6.822247127654557,43.99806931971539,4,1,Malicious
7.005301585605672,73.97834572953207,10.371081615260369,70.73367669249083,15.36234870961613,100.0,0.6915864154160153,3,3.6733270001472604,59.6787001918788,74.09844375323054,10.882596792482573,69.59264899614035,93.16844939147782,93.72238405658514,1.0,8.672150872917804,6.370400617061694,23.229195846682426,4,0,Non-Malicious
18.812504677244583,64.13721101690828,28.976352750254957,65.33007966074813,78.39469511387597,100.0,0.41549917578441997,3,11.127717031427398,60.964454367201476,61.10962321322588,14.113949191305128,80.9235079701702,79.2006196800622,53.38323377652145,0.8478224095699629,36.174135663948256,2.8481759459280998,38.80494946403764,7,1,Non-Malicious
11.63318153223391,73.28710101105395,7.917308626672941,100.0,134.99428630837727,47.30347134242966,1.0,5,4.652056679752207,88.79960046220435,40.16028071088282,18.97405261013727,57.05449751778436,18.616992795758126,70.88466742414434,0.8172168751158172,0.0,5.842434122867818,10.07501786025252,1,2,Non-Malicious
33.05839842309957,69.06867506438739,39.93803921338642,79.40974069486674,165.84147726297948,86.72839585970644,0.7923836779138703,4,8.046187420304573,48.924910869985084,67.76080954542996,25.18447794959681,36.58906386147263,57.874201061173316,75.89597314347733,0.685207870382153,24.448911832008765,2.23951816163619,27.496309235095207,5,2,Malicious
